run,a_au_before,ecc_before,obliquity_deg_before,lon_perihelion_deg_before,a_au_after,ecc_after,obliquity_deg_after,lon_perihelion_deg_after,bound_after,days_per_year_after
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om210,1.5235936200731486,0.09339063441035095,25.178030044580954,250.45983266227876,1.1669082911512216,0.45405526972522436,4.156872879457955,232.6955110685724,True,460.4155476282508
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om225,1.5235996388439925,0.09339058737422763,25.178065450014067,250.46051650339598,0.9297273362158814,0.8275629430092771,7.4731879348822545,339.8364899269292,True,327.4374074262769
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om240,1.5235936131988952,0.09339062683536062,25.17803088308969,250.4598293930466,1.3137307492420895,0.4865819235808171,38.07252362527612,229.18214680705285,True,549.9895528329299
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om255,1.5236029551355612,0.09339049671093293,25.178060962052065,250.46124624668613,1.4766440677572985,0.24380294246903306,31.002947499194125,256.8205566434947,True,655.4033092000261
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om270,1.5235999458850993,0.09339052042325253,25.178043265579582,250.46090440006788,1.439103556401957,0.20328890059795912,26.41599555503031,261.9598731883637,True,630.5695021184602
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om285,1.523593314612245,0.09339070199852766,25.178051446632082,250.45944538671358,1.3879621872784662,0.21536740064648274,23.58648717253454,260.90970444847926,True,597.2571317746904
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om30,1.5235996454298064,0.09339059589350814,25.178065307675368,250.46051978580286,1.4684766149652746,0.2465860795579599,32.659794165143175,233.0607700435096,True,649.9731921008865
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om300,1.5235963262316354,0.09339068162801521,25.178069245395704,250.45978845160334,1.3637338284163512,0.23417755301879215,22.376188943486657,254.69568765934207,True,581.6869394942768
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om315,1.5235951932769067,0.0933906837327401,25.17806218614197,250.45965790470723,1.3732389834271272,0.2467190329139345,22.747031381624183,248.79642071355906,True,587.7790164496762
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om330,1.5235948197084943,0.09339069107559497,25.178060457130556,250.4596165861748,1.4176504181474003,0.24487693733344437,24.68598500355602,244.82194049619213,True,616.5220556823934
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om345,1.5235933084404434,0.09339069379532308,25.178051465036074,250.45944228434496,1.4771640773171857,0.23181547635410185,27.225587772726186,244.75888430894554,True,655.7495463168515
